CODIGO_SINIESTRO,CODIGO_VEHICULO,CODIGO_PERSONA,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_PERSONA,GRAVEDAD,LUGAR_ATENCION_LESIONADO,LUGAR_DE_DEFUNCION,SITUACION_DE_PERSONA,PAIS_DE_NACIONALIDAD,EDAD,SEXO,POSEE_LICENCIA,ESTADO_LICENCIA,CLASE_LICENCIA,SE_SOMETIO_A_DOSAJE_ETILICO_CUALITATIVO,RESULTADO_DEL_DOSAJE_ETILICO_CUALITATIVO,SE_SOMETIO_A_DOSAJE_ETILICO_CUANTITATIVO,VEHICULO,FECHA,ANIO,MES,DIA,HORA,CLASE_DE_SINIESTRO,CAUSA,CAUSA_ESPECIFICA,TIPO_DE_VIA,CODIGO_DE_CARRETERA,RED_VIAL
A-2022-07-217,V-2022-07-217-1,P-2022-07-217-1-4,CAJAMARCA,CAJAMARCA,ENCAÑADA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,47,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,13/07/2022,2022,JULIO,MIÉRCOLES,14,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2022-07-217,V-2022-07-217-1,P-2022-07-217-1-5,CAJAMARCA,CAJAMARCA,ENCAÑADA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,28,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,13/07/2022,2022,JULIO,MIÉRCOLES,14,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2022-07-217,V-2022-07-217-1,P-2022-07-217-1-6,CAJAMARCA,CAJAMARCA,ENCAÑADA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,4,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,13/07/2022,2022,JULIO,MIÉRCOLES,14,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2022-07-218,V-2022-07-218-1,P-2022-07-218-1-1,CAJAMARCA,CAJAMARCA,COSPAN,CONDUCTOR,ILESO,,,IDENTIFICADO,,22,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,AUTOMÓVIL,17/07/2022,2022,JULIO,DOMINGO,16,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2022-07-218,V-2022-07-218-1,P-2022-07-218-1-2,CAJAMARCA,CAJAMARCA,COSPAN,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,23,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,AUTOMÓVIL,17/07/2022,2022,JULIO,DOMINGO,16,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2022-07-221,V-2022-07-221-1,P-2022-07-221-1-1,CAJAMARCA,CAJAMARCA,CAJAMARCA,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,17,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,30/07/2022,2022,JULIO,SÁBADO,4,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-18C,NACIONAL
A-2022-07-222,V-2022-07-222-1,P-2022-07-222-1-1,CAJAMARCA,JAEN,JAEN,CONDUCTOR,ILESO,,,IDENTIFICADO,,51,MASCULINO,SE DESCONOCE,VIGENTE,A III C,,NO SE REALIZO,,CAMIONETA RURAL,29/07/2022,2022,JULIO,VIERNES,18,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-222,V-2022-07-222-2,P-2022-07-222-2-1,CAJAMARCA,JAEN,JAEN,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,46,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,TRIMOTO PASAJERO,29/07/2022,2022,JULIO,VIERNES,18,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-223,V-2022-07-223-1,P-2022-07-223-1-1,CAJAMARCA,CHOTA,CHIGUIRIP,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,46,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,MOTOCICLETA,29/07/2022,2022,JULIO,VIERNES,21,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA DEPARTAMENTAL,CA-105,DEPARTAMENTAL
A-2022-07-229,V-2022-07-229-1,P-2022-07-229-1-1,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,35,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,TRIMOTO CARGA,31/07/2022,2022,JULIO,DOMINGO,14,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-08B,NACIONAL
A-2022-07-229,V-2022-07-229-1,P-2022-07-229-1-2,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,36,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRIMOTO CARGA,31/07/2022,2022,JULIO,DOMINGO,14,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-08B,NACIONAL
A-2022-07-229,V-2022-07-229-1,P-2022-07-229-1-3,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,42,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRIMOTO CARGA,31/07/2022,2022,JULIO,DOMINGO,14,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-08B,NACIONAL
A-2022-07-230,V-2022-07-230-1,P-2022-07-230-1-1,CAJAMARCA,JAEN,JAEN,CONDUCTOR,ILESO,,,IDENTIFICADO,,42,MASCULINO,SE DESCONOCE,VIGENTE,A III C,,NO SE REALIZO,,CAMIÓN,31/07/2022,2022,JULIO,DOMINGO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-230,V-2022-07-230-1,P-2022-07-230-1-2,CAJAMARCA,JAEN,JAEN,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,40,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,31/07/2022,2022,JULIO,DOMINGO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-230,V-2022-07-230-1,P-2022-07-230-1-3,CAJAMARCA,JAEN,JAEN,OCUPANTE,LESIONADO,,,IDENTIFICADO,,37,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,31/07/2022,2022,JULIO,DOMINGO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-230,V-2022-07-230-1,P-2022-07-230-1-4,CAJAMARCA,JAEN,JAEN,OCUPANTE,LESIONADO,,,IDENTIFICADO,,22,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,31/07/2022,2022,JULIO,DOMINGO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-230,V-2022-07-230-1,P-2022-07-230-1-5,CAJAMARCA,JAEN,JAEN,OCUPANTE,LESIONADO,,,IDENTIFICADO,,46,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,31/07/2022,2022,JULIO,DOMINGO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-230,V-2022-07-230-2,P-2022-07-230-2-1,CAJAMARCA,JAEN,JAEN,CONDUCTOR,LESIONADO,,,IDENTIFICADO,,27,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,STATION WAGON,31/07/2022,2022,JULIO,DOMINGO,17,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-5N,NACIONAL
A-2022-07-236,V-2022-07-236-1,P-2022-07-236-1-1,AYACUCHO,CANGALLO,PARAS,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,41,MASCULINO,SI,VIGENTE,A II B,,NO SE REALIZO,SI,AUTOMÓVIL,28/07/2022,2022,JULIO,JUEVES,9,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-28A,NACIONAL
A-2022-07-236,V-2022-07-236-1,P-2022-07-236-1-3,AYACUCHO,CANGALLO,PARAS,PASAJERO,LESIONADO,OTRO,,IDENTIFICADO,PERÚ,73,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,NO,AUTOMÓVIL,28/07/2022,2022,JULIO,JUEVES,9,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-28A,NACIONAL
A-2022-07-237,V-2022-07-237-1,P-2022-07-237-1-1,AYACUCHO,HUANTA,LURICOCHA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,65,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,SI,REMOLCADOR,26/07/2022,2022,JULIO,MARTES,6,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2022-07-237,V-2022-07-237-2,P-2022-07-237-2-1,AYACUCHO,HUANTA,LURICOCHA,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,43,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,SI,TRIMOTO PASAJERO,26/07/2022,2022,JULIO,MARTES,6,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2022-07-238,V-2022-07-238-1,P-2022-07-238-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,12/07/2022,2022,JULIO,MARTES,12,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CALLE,NO CORRESPONDE,URBANO
A-2022-07-246,V-2022-07-246-1,P-2022-07-246-1-1,JUNIN,SATIPO,RIO NEGRO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,44,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,03/07/2022,2022,JULIO,DOMINGO,23,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-246,V-2022-07-246-2,P-2022-07-246-2-1,JUNIN,SATIPO,RIO NEGRO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,27,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,ÓMNIBUS,03/07/2022,2022,JULIO,DOMINGO,23,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-250,V-2022-07-250-1,P-2022-07-250-1-1,JUNIN,CHANCHAMAYO,CHANCHAMAYO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,33,MASCULINO,SI,VIGENTE,A II B,,NO SE REALIZO,,STATION WAGON,24/07/2022,2022,JULIO,DOMINGO,4,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,CARRETERA NACIONAL,PE-22B,NACIONAL
A-2022-07-250,V-2022-07-250-1,P-2022-07-250-1-2,JUNIN,CHANCHAMAYO,CHANCHAMAYO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,43,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,STATION WAGON,24/07/2022,2022,JULIO,DOMINGO,4,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,CARRETERA NACIONAL,PE-22B,NACIONAL
A-2022-07-253,V-2022-07-253-1,P-2022-07-253-1-1,JUNIN,HUANCAYO,PILCOMAYO,CONDUCTOR,ILESO,,,IDENTIFICADO,,22,MASCULINO,SE DESCONOCE,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,NO SE REALIZO,,AUTOMÓVIL,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-2,P-2022-07-253-2-1,JUNIN,HUANCAYO,PILCOMAYO,CONDUCTOR,ILESO,,,IDENTIFICADO,,31,MASCULINO,SE DESCONOCE,VIGENTE,A II B,,NO SE REALIZO,,AUTOMÓVIL,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-3,P-2022-07-253-3-1,JUNIN,HUANCAYO,PILCOMAYO,CONDUCTOR,ILESO,,,IDENTIFICADO,,48,MASCULINO,SE DESCONOCE,VIGENTE,A II B,,NO SE REALIZO,,STATION WAGON,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-3,P-2022-07-253-3-2,JUNIN,HUANCAYO,PILCOMAYO,OCUPANTE,LESIONADO,,,IDENTIFICADO,,24,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,STATION WAGON,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-3,P-2022-07-253-3-3,JUNIN,HUANCAYO,PILCOMAYO,OCUPANTE,LESIONADO,,,IDENTIFICADO,,67,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,STATION WAGON,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-4,P-2022-07-253-4-1,JUNIN,HUANCAYO,PILCOMAYO,CONDUCTOR,ILESO,,,IDENTIFICADO,,65,MASCULINO,SE DESCONOCE,NO CORRESPONDE,NO CORRESPONDE,,NO SE REALIZO,,TRICICLO MOTORIZADO,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-4,P-2022-07-253-4-2,JUNIN,HUANCAYO,PILCOMAYO,PEATÓN,FALLECIDO,,,IDENTIFICADO,,46,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRICICLO MOTORIZADO,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-253,V-2022-07-253-4,P-2022-07-253-4-3,JUNIN,HUANCAYO,PILCOMAYO,PEATÓN,FALLECIDO,,,IDENTIFICADO,,33,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRICICLO MOTORIZADO,17/07/2022,2022,JULIO,DOMINGO,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-1,JUNIN,SATIPO,PANGOA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-10,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-11,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-12,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-13,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-14,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-15,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-16,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-2,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,29,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-3,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,36,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-4,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,80,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-5,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,46,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-6,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-7,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-8,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-267,V-2022-07-267-1,P-2022-07-267-1-9,JUNIN,SATIPO,PANGOA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,30/07/2022,2022,JULIO,SÁBADO,4,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE PASAJEROS O CARGA,CARRETERA NACIONAL,PE-5S,NACIONAL
A-2022-07-268,V-2022-07-268-1,P-2022-07-268-1-1,JUNIN,CHANCHAMAYO,SAN RAMON,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,22,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA RURAL,30/07/2022,2022,JULIO,SÁBADO,21,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,NO ESTABLECER EL DERECHO DE PASO,CALLE,NO CORRESPONDE,URBANO
A-2022-07-268,V-2022-07-268-1,P-2022-07-268-1-2,JUNIN,CHANCHAMAYO,SAN RAMON,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,50,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,30/07/2022,2022,JULIO,SÁBADO,21,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,NO ESTABLECER EL DERECHO DE PASO,CALLE,NO CORRESPONDE,URBANO
A-2022-07-270,V-2022-07-270-1,P-2022-07-270-1-1,MADRE DE DIOS,TAMBOPATA,INAMBARI,CONDUCTOR,ILESO,,,IDENTIFICADO,,54,MASCULINO,SE DESCONOCE,VIGENTE,A III C,,NO SE REALIZO,,STATION WAGON,10/07/2022,2022,JULIO,DOMINGO,16,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2022-07-270,V-2022-07-270-2,P-2022-07-270-2-1,MADRE DE DIOS,TAMBOPATA,INAMBARI,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,34,MASCULINO,SE DESCONOCE,VIGENTE,B,,NO SE REALIZO,,MOTOCICLETA,10/07/2022,2022,JULIO,DOMINGO,16,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
