CODIGO_SINIESTRO,FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_FALLECIDOS,CANTIDAD_DE_LESIONADOS,CANTIDAD_DE_VEHICULOS_DANADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,COD_CARRETERA,EXISTE_CICLOVIA,COORDENADAS_LATITUD,COORDENADAS_LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,EXISTE_SENAL_VERTICAL,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_1,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_2,EXISTE_SENAL_HORIZONTAL,CAUSA_FACTOR_PRINCIPAL,CAUSA_ESPECIFICA
A-2021-01-270,19/01/2021,09:30,CHOQUE,1,4,,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.017421,-76.946914,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-01-331,19/01/2021,10:30,ATROPELLO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,OLMOS,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-5.798397,-79.835812,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-01-403,19/01/2021,10:31,DESPISTE,1,0,1,CUSCO,QUISPICANCHI,CAMANTI,RURAL,CARRETERA,NACIONAL,PE-30C,NO,-13.1852563749703,-70.4250383510461,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-01-344,19/01/2021,20:30,ATROPELLO,1,0,1,AREQUIPA,CARAVELI,CHALA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-15.848355,-74.258278,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-01-149,19/01/2021,21:21,DESPISTE,1,1,2,ICA,ICA,SALAS,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.001949,-75.767842,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-01-298,19/01/2022,01:15,DESPISTE,1,2,1,JUNIN,YAULI,LA OROYA,RURAL,CARRETERA,NACIONAL,PE-22,NO,-11.610237,-75.976422,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-01-331,19/01/2022,03:20,DESPISTE,1,0,1,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,SI,-12.5941081590855,-69.1923347399786,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-140,19/01/2022,10:40,CHOQUE FUGA,1,1,3,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,NO,-16.363203,-71.578079,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-01-261,19/01/2022,16:50,CAÍDA DE PASAJERO,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.940693,-77.067244,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-295,19/01/2022,21:31,DESPISTE,1,1,1,AREQUIPA,CAMANA,SAMUEL PASTOR,RURAL,CARRETERA,VECINAL,AR-545,NO,-16.6287895851171,-72.6947811643112,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-233,19/01/2022,21:50,ATROPELLO FUGA,1,0,0,CUSCO,CUSCO,SAYLLA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.5635707069476,-71.8404924687344,NUBLADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPERICIA DEL CONDUCTOR,
A-2023-01-118,19/01/2023,01:15,CHOQUE,1,1,1,PIURA,PIURA,PIURA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.182126,-80.640035,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,DESACATO DE SEÑAL DE TRÁNSITO
A-2023-01-144,19/01/2023,05:45,ATROPELLO,2,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.13080149,-76.97813265,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-01-142,19/01/2023,06:20,ATROPELLO,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.22112427,-76.93862437,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-01-45,19/01/2023,21:20,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.235858,-79.455789,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-02-94,19/02/2021,03:50,ATROPELLO FUGA,1,0,0,PUNO,CHUCUITO,POMATA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-16.34595052,-69.24282331,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-02-201,19/02/2021,06:55,ATROPELLO FUGA,1,0,0,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-6.7546582,-79.8478185,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2021-02-235,19/02/2021,08:30,CHOQUE,1,0,1,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,NO,-11.9598044784064,-77.1283678125207,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-281,19/02/2021,10:20,DESPISTE,2,2,,ANCASH,PALLASCA,TAUCA,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-8.44981634222583,-78.0293124364606,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPERICIA DEL CONDUCTOR,
A-2021-02-104,19/02/2021,16:30,DESPISTE,1,1,1,PUNO,EL COLLAO,CAPAZO,RURAL,CARRETERA,DEPARTAMENTAL,PU-131,NO,-17.183,-69.645,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-02-103,19/02/2021,17:31,VOLCADURA,1,0,1,AREQUIPA,CAMANA,SAMUEL PASTOR,RURAL,CARRETERA,VECINAL,AR-541,NO,-16.610207,-72.715164,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-165,19/02/2021,19:15,CHOQUE,1,0,3,CUSCO,CHUMBIVILCAS,QUIÑOTA,RURAL,CARRETERA,NACIONAL,PE-3SG,NO,-14.320065,-72.13885,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-02-265,19/02/2021,20:20,ATROPELLO,2,0,0,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.0610188985233,-77.0128136559998,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-02-278,19/02/2021,21:00,ATROPELLO FUGA,1,0,,HUANUCO,HUANUCO,AMARILIS,URBANA,CARRETERA,NACIONAL,PE-18A,NO,-9.913444,-76.231121,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-128,19/02/2021,22:39,DESPISTE,1,1,0,PIURA,PIURA,LA ARENA,RURAL,CARRETERA,NACIONAL,PE-1NK,NO,-5.354371,-80.715919,DESPEJADO,RURAL,CURVA,PLANA ,TROCHA,,,,,,
A-2022-02-74,19/02/2022,06:10,CHOQUE,1,0,2,ICA,PISCO,HUMAY,URBANA,CARRETERA,NACIONAL,PE-28A,NO,-13.723774,-75.895687,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-239,19/02/2022,10:30,ATROPELLO FUGA,1,0,0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.2930735345745,-76.8629776554846,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-269,19/02/2022,12:30,ATROPELLO,1,0,1,JUNIN,HUANCAYO,SICAYA,RURAL,CARRETERA,NACIONAL,PE-3SB,NO,-12.026477,-75.269575,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-02-148,19/02/2022,12:35,DESPISTE,1,5,1,AYACUCHO,HUAMANGA,ACOCRO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-13.213543,-74.043324,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPERICIA DEL CONDUCTOR,
A-2022-02-126,19/02/2022,14:00,ATROPELLO,1,0,1,TUMBES,TUMBES,CORRALES,URBANA,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-3.61039803413725,-80.4849502760331,SOLEADO,RURAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPERICIA DEL CONDUCTOR,
A-2022-02-293,19/02/2022,17:45,CHOQUE,1,1,,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,RURAL,CARRETERA,VECINAL,AP-956,,-14.1779265246209,-72.3282438581437,,,,,,,,,,,
A-2022-02-237,19/02/2022,19:45,CHOQUE,1,0,0,LIMA,LIMA,LA MOLINA,URBANA,CARRETERA,DEPARTAMENTAL,LM-117,NO,-12.0820430656057,-76.9283401441622,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-298,19/02/2022,20:40,CHOQUE,2,0,4,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,URBANA,CARRETERA,NACIONAL,PE-30C,NO,-12.5808833347785,-69.2034172682176,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-02-34,19/02/2023,05:40,CHOQUE,2,0,2,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.6030012103827,-71.856422323722,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-02-107,19/02/2023,13:40,CHOQUE,1,3,,JUNIN,JAUJA,HUARIPAMPA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-11.814635,-75.492336,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2023-02-52,19/02/2023,16:30,DESPISTE,1,1,1,HUANCAVELICA,ACOBAMBA,ROSARIO,RURAL,CARRETERA,NACIONAL,PE-3SM,NO,-12.721039002976,-74.6532422396999,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2023-02-157,19/02/2023,16:50,CHOQUE,1,1,,PIURA,PIURA,PIURA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.190447,-80.627932,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2023-02-111,19/02/2023,22:50,DESPISTE,1,1,,JUNIN,JAUJA,CURICACA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-11.763482,-75.713338,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-134,19/03/2021,02:40,CHOQUE,1,0,2,CUSCO,CUSCO,SAYLLA,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.566591,-71.833875,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-236,19/03/2021,08:40,DESPISTE,1,0,1,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.13744,-77.01514,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-307,19/03/2021,09:00,CHOQUE,1,0,2,PIURA,PIURA,TAMBO GRANDE,RURAL,CARRETERA,NACIONAL,PE-1NL,NO,-4.93093671211359,-80.5380034003376,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,,
A-2021-03-187,19/03/2021,09:30,DESPISTE,1,1,1,PUNO,LAMPA,SANTA LUCIA,RURAL,CARRETERA,NACIONAL,PE-34A,NO,-15.6890712092805,-70.8119384373865,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-143,19/03/2021,11:50,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-7.434928,-79.501621,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-167,19/03/2021,14:30,DESPISTE,4,2,1,CUSCO,LA CONVENCION,QUELLOUNO,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-12.3732,-72.5048,NUBLADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL
A-2021-03-242,19/03/2021,15:10,DESPISTE,2,0,1,LIMA,OYON,OYON,URBANA,CARRETERA,NACIONAL,PE-18,NO,-10.6712041460566,-76.7697628524909,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,NO IDENTIFICA LA CAUSA,
A-2021-03-148,19/03/2021,18:00,DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,HUANCHACO,URBANA,CARRETERA,DEPARTAMENTAL,LI-104,NO,-8.0959207,-79.1139278,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-135,19/03/2021,20:20,CHOQUE,1,3,2,AREQUIPA,AREQUIPA,UCHUMAYO,RURAL,CARRETERA,DEPARTAMENTAL,AR-115,NO,-16.5407845,-71.6995849,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-03-131,19/03/2021,21:30,CHOQUE,1,0,2,PUNO,EL COLLAO,ILAVE,RURAL,CARRETERA,VECINAL,PU-1211,NO,-16.148,-69.622,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS ELÉCTRICAS
A-2022-03-228,19/03/2022,17:20,CHOQUE,1,2,,JUNIN,SATIPO,SATIPO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,,-11.2582768217993,-74.6379428426596,,,,,,,,,,,
A-2022-03-62,19/03/2022,18:20,CHOQUE,1,0,2,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,NO,-16.1342486430162,-70.044728928808,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-03-190,19/03/2022,20:00,ATROPELLO FUGA,1,0,0,PUNO,MELGAR,AYAVIRI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.9063508,-70.5833486,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-03-191,19/03/2022,22:22,DESPISTE,1,0,1,PUNO,AZANGARO,AZANGARO,RURAL,CARRETERA,DEPARTAMENTAL,PU-111,NO,-14.861094,-70.083645,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPERICIA DEL CONDUCTOR,
A-2023-03-147,19/03/2023,05:55,ATROPELLO FUGA,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.872306,-77.069443,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-150,19/03/2023,06:25,DESPISTE,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.894874,-77.068026,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-03-148,19/03/2023,06:50,ATROPELLO,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.23215271,-76.92550453,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-03-149,19/03/2023,10:15,CHOQUE,1,0,,LIMA,LIMA,SAN BORJA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.1037694178497,-77.0013445139931,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2023-03-104,19/03/2023,10:50,DESPISTE,1,0,,APURIMAC,ABANCAY,ABANCAY,RURAL,CARRETERA,NACIONAL,PE-3S,,-13.6484046528817,-72.9116008032675,,,,,,,,,,,
A-2023-03-34,19/03/2023,19:00,CHOQUE FUGA,1,0,1,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-08,NO,-7.3015006,-79.40920413,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-03-85,19/03/2023,20:00,CHOQUE,1,0,2,ICA,PISCO,SAN CLEMENTE,URBANA,CARRETERA,NACIONAL,PE-1SE,NO,-13.60965,-76.14493,VENTARRÓN,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-39,19/03/2023,22:30,DESPISTE,1,1,1,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,DEPARTAMENTAL,AR-115,NO,-16.5328184,-71.7370535,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2021-04-103,19/04/2021,04:00,ATROPELLO FUGA,1,0,0,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-5.228093,-80.653777,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),REGULADORA (R),NO,,
A-2021-04-295,19/04/2021,17:22,ATROPELLO,1,0,0,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-5.944299,-77.302306,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-113,19/04/2021,19:00,ATROPELLO,1,0,2,LA LIBERTAD,TRUJILLO,HUANCHACO,RURAL,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.041961,-79.058879,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-245,19/04/2021,19:45,ATROPELLO,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.1436607654943,-76.9816950455928,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-105,19/04/2021,19:50,DESPISTE,1,9,1,ICA,ICA,SAN JOSE DE LOS MOLINOS,RURAL,CARRETERA,NACIONAL,PE-1SC,NO,-13.8375111437461,-75.555094777844,DESPEJADO,RURAL,SINUOSA,PLANA ,ASFALTADA,,PREVENTIVA (P),,,INFRAESTRUCTURA Y ENTORNO VIAL,OTRO (INFRAESTRUCTURA Y ENTORNO VIAL)
A-2021-04-181,19/04/2021,23:30,DESPISTE,1,0,1,CUSCO,ANTA,ANCAHUASI,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-13.491315,-72.277111,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-04-115,19/04/2022,05:20,CHOQUE,2,0,2,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.272699,-79.477915,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-04-114,19/04/2022,08:30,DESPISTE,1,0,1,LA LIBERTAD,PATAZ,PATAZ,RURAL,CARRETERA,DEPARTAMENTAL,LI-125,NO,-7.81744554551312,-77.6335740148828,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-04-187,19/04/2022,10:15,CHOQUE,1,1,,JUNIN,SATIPO,MAZAMARI,URBANA,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,,-11.303882468371,-74.5518707704592,,,,,,,,,,,
A-2022-04-247,19/04/2022,10:30,CAÍDA DE PASAJERO,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.0668456,-77.0052153,,,,,,,,,,,
A-2022-04-209,19/04/2022,12:30,ATROPELLO,1,0,,ANCASH,SANTA,CHIMBOTE,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-9.07256269259468,-78.5890247538877,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-04-47,19/04/2022,14:00,DESPISTE,1,1,,TACNA,TACNA,SAMA,RURAL,CARRETERA,NACIONAL,PE-1S,,-17.8051730510078,-70.5931931209504,,,,,,,,,,,
A-2022-04-149,19/04/2022,15:00,ATROPELLO FUGA,1,0,,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,SI,-7.14674322,-78.4628021,LLUVIOSO,COMERCIAL,OTRO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-04-46,19/04/2022,15:00,CHOQUE,1,2,0,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.258504,-75.687392,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-04-59,19/04/2022,22:00,ATROPELLO FUGA,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,NO,-11.9423744121782,-77.131270554569,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-04-78,19/04/2022,23:00,DESPISTE,1,0,1,AREQUIPA,AREQUIPA,VITOR,RURAL,CARRETERA,VECINAL,AR-727,NO,-16.439461,-71.929865,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-04-99,19/04/2023,06:15,ESPECIAL,3,0,,APURIMAC,ABANCAY,ABANCAY,RURAL,CARRETERA,NACIONAL,PE-3S,,-13.6873942014733,-72.9161743532211,,,,,,,,,,,
A-2023-04-161,19/04/2023,18:30,ATROPELLO FUGA,1,1,,JUNIN,CHUPACA,HUAMANCACA CHICO,RURAL,CARRETERA,VECINAL,JU-894,NO,-12.0752316,-75.2516937,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-04-23,19/04/2023,20:20,DESPISTE,1,0,,PUNO,PUNO,CAPACHICA,RURAL,CARRETERA,DEPARTAMENTAL,PU-119,NO,-15.601981,-69.850646,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
