CODIGO_SINIESTRO,CODIGO_VEHICULO,DEPARTAMENTO,PROVINCIA,DISTRITO,SITUACION_VEHICULO,ESTADO_MODALIDAD,MODALIDAD_DE_TRANSPORTE,ELEMENTO_TRANSPORTADO,AMBITO_SERVICIO,POSEE_SEGURO,ESTADO_SOAT,TIPO_SEGURO,COMPANIA_SEGURO,POSEE_CITV,ESTADO_CITV,LUGAR_IMPACTO_VEHICULO,VEHICULO,TIPO_SINIESTRO,FECHA,ANO,MES,DIA,HORA,CODIGO_DE_CARRETERA,TIPO_DE_VIA
A-2022-09-133,V-2022-09-133-1,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,IDENTIFICADO,NO HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,MAPFRE,SI,VENCIDO,,CAMIÓN,CHOQUE,23/09/2022,2022,SETIEMBRE,VIERNES,8,PE-3N,CARRETERA
A-2022-09-133,V-2022-09-133-2,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,23/09/2022,2022,SETIEMBRE,VIERNES,8,PE-3N,CARRETERA
A-2022-09-134,V-2022-09-134-1,LA LIBERTAD,VIRU,VIRU,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,25/09/2022,2022,SETIEMBRE,DOMINGO,5,PE-1N,CARRETERA
A-2022-09-135,V-2022-09-135-1,LA LIBERTAD,CHEPEN,CHEPEN,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,CAMIÓN,CHOQUE,25/09/2022,2022,SETIEMBRE,DOMINGO,20,PE-1N,CARRETERA
A-2022-09-135,V-2022-09-135-2,LA LIBERTAD,CHEPEN,CHEPEN,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,25/09/2022,2022,SETIEMBRE,DOMINGO,20,PE-1N,CARRETERA
A-2022-09-136,V-2022-09-136-1,CUSCO,QUISPICANCHI,CAMANTI,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,MOTOCICLETA,DESPISTE,04/09/2022,2022,SETIEMBRE,DOMINGO,14,PE-30C,CARRETERA
A-2022-09-137,V-2022-09-137-1,CUSCO,QUISPICANCHI,CAMANTI,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,AUTOMÓVIL,ATROPELLO,20/09/2022,2022,SETIEMBRE,MARTES,15,PE-30C,CARRETERA
A-2022-09-140,V-2022-09-140-1,PUNO,MELGAR,SANTA ROSA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,DESPISTE,02/09/2022,2022,SETIEMBRE,VIERNES,18,PE-3S,CARRETERA
A-2022-09-141,V-2022-09-141-1,PUNO,LAMPA,SANTA LUCIA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,CHOQUE,04/09/2022,2022,SETIEMBRE,DOMINGO,10,PE-34A,CARRETERA
A-2022-09-141,V-2022-09-141-2,PUNO,LAMPA,SANTA LUCIA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,AUTOMÓVIL,CHOQUE,04/09/2022,2022,SETIEMBRE,DOMINGO,10,PE-34A,CARRETERA
A-2022-09-142,V-2022-09-142-1,PUNO,SAN ROMAN,SAN MIGUEL,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,17/09/2022,2022,SETIEMBRE,SÁBADO,3,PE-34H,CARRETERA
A-2022-09-143,V-2022-09-143-1,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,CHOQUE,18/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-34H,CARRETERA
A-2022-09-143,V-2022-09-143-2,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-IZQUIERDA,AUTOMÓVIL,CHOQUE,18/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-34H,CARRETERA
A-2022-09-144,V-2022-09-144-1,PUNO,SAN ROMAN,JULIACA,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,FRONTAL-CENTRO,CAMIÓN,CHOQUE,19/09/2022,2022,SETIEMBRE,LUNES,10,PE-34A,CARRETERA
A-2022-09-144,V-2022-09-144-2,PUNO,SAN ROMAN,JULIACA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,FRONTAL-IZQUIERDA,CAMIONETA PICK UP,CHOQUE,19/09/2022,2022,SETIEMBRE,LUNES,10,PE-34A,CARRETERA
A-2022-09-144,V-2022-09-144-3,PUNO,SAN ROMAN,JULIACA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,FRONTAL-IZQUIERDA,AUTOMÓVIL,CHOQUE,19/09/2022,2022,SETIEMBRE,LUNES,10,PE-34A,CARRETERA
A-2022-09-144,V-2022-09-144-4,PUNO,SAN ROMAN,JULIACA,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,FRONTAL-IZQUIERDA,CAMIÓN,CHOQUE,19/09/2022,2022,SETIEMBRE,LUNES,10,PE-34A,CARRETERA
A-2022-09-145,V-2022-09-145-1,PUNO,AZANGARO,ARAPA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,CHOQUE,22/09/2022,2022,SETIEMBRE,JUEVES,3,PU-113,CARRETERA
A-2022-09-145,V-2022-09-145-2,PUNO,AZANGARO,ARAPA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,SI,VIGENTE,FRONTAL-IZQUIERDA,CAMIONETA RURAL,CHOQUE,22/09/2022,2022,SETIEMBRE,JUEVES,3,PU-113,CARRETERA
A-2022-09-146,V-2022-09-146-1,LIMA,OYON,OYON,IDENTIFICADO,HABILITADO,PARTICULAR,,,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,,AUTOMÓVIL,DESPISTE,14/09/2022,2022,SETIEMBRE,MIÉRCOLES,12,PE-18,CARRETERA
A-2022-09-147,V-2022-09-147-1,PUNO,LAMPA,CALAPUJA,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,OTROS,SI,VIGENTE,CENTRO-CENTRO,CAMIONETA RURAL,CHOQUE,18/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-3S,CARRETERA
A-2022-09-147,V-2022-09-147-2,PUNO,LAMPA,CALAPUJA,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-DERECHA,CAMIÓN,CHOQUE,18/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-3S,CARRETERA
A-2022-09-147,V-2022-09-147-3,PUNO,LAMPA,CALAPUJA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,FRONTAL-CENTRO,AUTOMÓVIL,CHOQUE,18/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-3S,CARRETERA
A-2022-09-148,V-2022-09-148-1,PUNO,SAN ROMAN,JULIACA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,VOLCADURA,18/09/2022,2022,SETIEMBRE,DOMINGO,11,NO CORRESPONDE,AVENIDA
A-2022-09-149,V-2022-09-149-1,PUNO,AZANGARO,SAMAN,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-DERECHA,AUTOMÓVIL,ATROPELLO,25/09/2022,2022,SETIEMBRE,DOMINGO,21,PE-34H,CARRETERA
A-2022-09-150,V-2022-09-150-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,CARGA,,,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,CAMIONETA PICK UP,DESPISTE,12/09/2022,2022,SETIEMBRE,LUNES,3,LM-711,CARRETERA
A-2022-09-151,V-2022-09-151-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,ÓMNIBUS,ATROPELLO,09/09/2022,2022,SETIEMBRE,VIERNES,4,NO CORRESPONDE,AVENIDA
A-2022-09-152,V-2022-09-152-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,NO HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,,,NO ESPECIFICA,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CAÍDA DE PASAJERO,08/09/2022,2022,SETIEMBRE,JUEVES,8,NO CORRESPONDE,AVENIDA
A-2022-09-153,V-2022-09-153-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,CHOQUE CON OBJETO FIJO,08/09/2022,2022,SETIEMBRE,JUEVES,5,PE-1S,CARRETERA
A-2022-09-154,V-2022-09-154-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,DESPISTE,05/09/2022,2022,SETIEMBRE,LUNES,11,NO CORRESPONDE,AVENIDA
A-2022-09-155,V-2022-09-155-1,LIMA,LIMA,LA VICTORIA,IDENTIFICADO,HABILITADO,MATERIALES PELIGROSOS,,,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,,CAMIÓN,CHOQUE,04/09/2022,2022,SETIEMBRE,DOMINGO,2,NO CORRESPONDE,AVENIDA
A-2022-09-155,V-2022-09-155-2,LIMA,LIMA,LA VICTORIA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,04/09/2022,2022,SETIEMBRE,DOMINGO,2,NO CORRESPONDE,AVENIDA
A-2022-09-156,V-2022-09-156-1,LIMA,LIMA,PUNTA HERMOSA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,04/09/2022,2022,SETIEMBRE,DOMINGO,2,LM-801,CARRETERA
A-2022-09-157,V-2022-09-157-1,LIMA,LIMA,LA VICTORIA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VENCIDO,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,03/09/2022,2022,SETIEMBRE,SÁBADO,16,NO CORRESPONDE,VIA EXPRESA
A-2022-09-157,V-2022-09-157-2,LIMA,LIMA,LA VICTORIA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,MINIBUS,CHOQUE,03/09/2022,2022,SETIEMBRE,SÁBADO,16,NO CORRESPONDE,VIA EXPRESA
A-2022-09-158,V-2022-09-158-1,LIMA,LIMA,LIMA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,DESPISTE,02/09/2022,2022,SETIEMBRE,VIERNES,1,NO CORRESPONDE,JIRÓN
A-2022-09-159,V-2022-09-159-1,ANCASH,SANTA,MORO,IDENTIFICADO,HABILITADO,CARGA,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,CAMIÓN,DESPISTE,14/09/2022,2022,SETIEMBRE,MIÉRCOLES,1,AN-104,CARRETERA
A-2022-09-160,V-2022-09-160-1,ANCASH,HUARAZ,PIRA,IDENTIFICADO,NO HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,,,SI,VIGENTE,CAT,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,20/09/2022,2022,SETIEMBRE,MARTES,6,PE-14,CARRETERA
A-2022-09-160,V-2022-09-160-2,ANCASH,HUARAZ,PIRA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,OTROS,SI,VIGENTE,,CAMIONETA PANEL,CHOQUE,20/09/2022,2022,SETIEMBRE,MARTES,6,PE-14,CARRETERA
A-2022-09-160,V-2022-09-160-3,ANCASH,HUARAZ,PIRA,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,NO SE CONOCE,SI,VIGENTE,CAT,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,20/09/2022,2022,SETIEMBRE,MARTES,6,PE-14,CARRETERA
A-2022-09-161,V-2022-09-161-1,ANCASH,SANTA,SANTA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,BICICLETA,CHOQUE FUGA,20/09/2022,2022,SETIEMBRE,MARTES,5,PE-1N,CARRETERA
A-2022-09-161,V-2022-09-161-2,ANCASH,SANTA,SANTA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,20/09/2022,2022,SETIEMBRE,MARTES,5,PE-1N,CARRETERA
A-2022-09-162,V-2022-09-162-1,ANCASH,SANTA,NUEVO CHIMBOTE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,28/09/2022,2022,SETIEMBRE,MIÉRCOLES,12,NO CORRESPONDE,AVENIDA
A-2022-09-162,V-2022-09-162-2,ANCASH,SANTA,NUEVO CHIMBOTE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,BICICLETA,CHOQUE,28/09/2022,2022,SETIEMBRE,MIÉRCOLES,12,NO CORRESPONDE,AVENIDA
A-2022-09-163,V-2022-09-163-1,TACNA,TACNA,LA YARADA LOS PALOS,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,04/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-1SD,CARRETERA
A-2022-09-164,V-2022-09-164-1,TACNA,TACNA,PALCA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,CAMIONETA RURAL,DESPISTE,05/09/2022,2022,SETIEMBRE,LUNES,11,PE-40,CARRETERA
A-2022-09-165,V-2022-09-165-1,TACNA,TACNA,TACNA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,11/09/2022,2022,SETIEMBRE,DOMINGO,19,NO CORRESPONDE,AVENIDA
A-2022-09-166,V-2022-09-166-1,TACNA,TACNA,TACNA,IDENTIFICADO,NO CORRESPONDE,AUTO COLECTIVO,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,AUTOMÓVIL,CHOQUE,16/09/2022,2022,SETIEMBRE,VIERNES,23,PE-1S,CARRETERA
A-2022-09-166,V-2022-09-166-2,TACNA,TACNA,TACNA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,BICICLETA,CHOQUE,16/09/2022,2022,SETIEMBRE,VIERNES,23,PE-1S,CARRETERA
A-2022-09-167,V-2022-09-167-1,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,17/09/2022,2022,SETIEMBRE,SÁBADO,21,NO CORRESPONDE,AVENIDA
A-2022-09-169,V-2022-09-169-1,HUANUCO,HUANUCO,QUISQUI (KICHKI),IDENTIFICADO,HABILITADO,TAXI,PERSONAS,DISTRITAL,NO,NO REGISTRA,,,NO,NO REGISTRA,,AUTOMÓVIL,CHOQUE,03/09/2022,2022,SETIEMBRE,SÁBADO,19,PE-3N,CARRETERA
A-2022-09-169,V-2022-09-169-2,HUANUCO,HUANUCO,QUISQUI (KICHKI),IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,NO,NO REGISTRA,,,NO,NO REGISTRA,,CAMIÓN,CHOQUE,03/09/2022,2022,SETIEMBRE,SÁBADO,19,PE-3N,CARRETERA
A-2022-09-170,V-2022-09-170-1,AMAZONAS,BAGUA,BAGUA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,,AUTOMÓVIL,CHOQUE,27/09/2022,2022,SETIEMBRE,MARTES,21,NO CORRESPONDE,AVENIDA
A-2022-09-170,V-2022-09-170-2,AMAZONAS,BAGUA,BAGUA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,27/09/2022,2022,SETIEMBRE,MARTES,21,NO CORRESPONDE,AVENIDA
A-2022-09-171,V-2022-09-171-1,AMAZONAS,UTCUBAMBA,JAMALCA,IDENTIFICADO,NO CORRESPONDE,CARGA,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,NO ESPECIFICA,NO REGISTRA,,CAMIÓN,CHOQUE,04/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-5N,CARRETERA
A-2022-09-171,V-2022-09-171-2,AMAZONAS,UTCUBAMBA,JAMALCA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,04/09/2022,2022,SETIEMBRE,DOMINGO,18,PE-5N,CARRETERA
A-2022-09-172,V-2022-09-172-1,LAMBAYEQUE,LAMBAYEQUE,OLMOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,AUTOMÓVIL,CHOQUE,10/09/2022,2022,SETIEMBRE,SÁBADO,17,PE-1N,CARRETERA
A-2022-09-172,V-2022-09-172-2,LAMBAYEQUE,LAMBAYEQUE,OLMOS,IDENTIFICADO,NO CORRESPONDE,REGULAR(INTERPROVINCIAL),,,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,ÓMNIBUS,CHOQUE,10/09/2022,2022,SETIEMBRE,SÁBADO,17,PE-1N,CARRETERA
A-2022-09-174,V-2022-09-174-1,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,IDENTIFICADO,NO CORRESPONDE,CARGA,,,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,,CAMIÓN,CHOQUE,10/09/2022,2022,SETIEMBRE,SÁBADO,5,PE-1N,CARRETERA
A-2022-09-174,V-2022-09-174-2,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO CORRESPONDE,NO APLICA,,BICICLETA,CHOQUE,10/09/2022,2022,SETIEMBRE,SÁBADO,5,PE-1N,CARRETERA
A-2022-09-175,V-2022-09-175-1,CAJAMARCA,CELENDIN,JOSE GALVEZ,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,,STATION WAGON,DESPISTE,10/09/2022,2022,SETIEMBRE,SÁBADO,6,PE-08B,CARRETERA
A-2022-09-176,V-2022-09-176-1,CAJAMARCA,CAJABAMBA,CAJABAMBA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE CON OBJETO FIJO,11/09/2022,2022,SETIEMBRE,DOMINGO,0,PE-3N,CARRETERA
A-2022-09-177,V-2022-09-177-1,CAJAMARCA,CHOTA,CHOROPAMPA,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,,,SI,VIGENTE,SOAT,OTROS,SI,VIGENTE,,CAMIONETA RURAL,CHOQUE,17/09/2022,2022,SETIEMBRE,SÁBADO,18,PE-1N,CARRETERA
A-2022-09-177,V-2022-09-177-2,CAJAMARCA,CHOTA,CHOROPAMPA,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,,,NO,NO REGISTRA,,,NO CORRESPONDE,NO APLICA,,TRIMOTO PASAJERO,CHOQUE,17/09/2022,2022,SETIEMBRE,SÁBADO,18,PE-1N,CARRETERA
A-2022-09-178,V-2022-09-178-1,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CAÍDA DE PASAJERO,18/09/2022,2022,SETIEMBRE,DOMINGO,5,PE-3N,CARRETERA
A-2022-09-179,V-2022-09-179-1,CAJAMARCA,JAEN,JAEN,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO,16/09/2022,2022,SETIEMBRE,VIERNES,3,PE-5N,CARRETERA
A-2022-09-180,V-2022-09-180-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,NO CORRESPONDE,NO APLICA,FRONTAL-CENTRO,AUTOMÓVIL,ATROPELLO,13/09/2022,2022,SETIEMBRE,MARTES,15,NO CORRESPONDE,AVENIDA
A-2022-09-18,V-2022-09-18-1,TUMBES,TUMBES,TUMBES,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VENCIDO,CENTRO-IZQUIERDA,AUTOMÓVIL,CHOQUE,09/09/2022,2022,SETIEMBRE,VIERNES,1,PE-1N,CARRETERA
A-2022-09-181,V-2022-09-181-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,17/09/2022,2022,SETIEMBRE,SÁBADO,3,PE-20,CARRETERA
A-2022-09-181,V-2022-09-181-2,CALLAO,CALLAO,CALLAO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE,17/09/2022,2022,SETIEMBRE,SÁBADO,3,PE-20,CARRETERA
A-2022-09-181,V-2022-09-181-3,CALLAO,CALLAO,CALLAO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE,17/09/2022,2022,SETIEMBRE,SÁBADO,3,PE-20,CARRETERA
A-2022-09-182,V-2022-09-182-1,CALLAO,CALLAO,CALLAO,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,19/09/2022,2022,SETIEMBRE,LUNES,4,NO CORRESPONDE,AVENIDA
A-2022-09-183,V-2022-09-183-1,AYACUCHO,HUANTA,CHACA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,AUTOMÓVIL,DESPISTE,25/09/2022,2022,SETIEMBRE,DOMINGO,7,AY-100,CARRETERA
A-2022-09-184,V-2022-09-184-1,AYACUCHO,HUANTA,SIVIA,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,NACIONAL,SI,VIGENTE,SOAT,OTROS,SI,VIGENTE,,CAMIONETA PICK UP,CHOQUE,12/09/2022,2022,SETIEMBRE,LUNES,17,PE-28H,CARRETERA
A-2022-09-184,V-2022-09-184-2,AYACUCHO,HUANTA,SIVIA,IDENTIFICADO,NO HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,12/09/2022,2022,SETIEMBRE,LUNES,17,PE-28H,CARRETERA
