CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,EXISTE CICLOVÍA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA
A-2022-07-254,20/07/2022,12:20,ATROPELLO,1,0,1,JUNIN,HUANCAYO,EL TAMBO,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-12.053836,-75.224944,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-07-52,20/07/2022,15:30,DESPISTE,1,0,1,CUSCO,LA CONVENCION,SANTA TERESA,RURAL,CARRETERA,DEPARTAMENTAL,CU-109,NO,-13.2786957,-72.6506313,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-07-272,20/07/2022,16:03,CHOQUE,1,0,2,UCAYALI,CORONEL PORTILLO,CALLERIA,RURAL,CARRETERA,NACIONAL,PE-18C,NO,-8.395968,-74.595744,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2022-07-70,20/07/2022,17:00,CHOQUE,1,1,2,ICA,PISCO,SAN CLEMENTE,RURAL,CARRETERA,NACIONAL,PE-1SE,NO,-13.654171,-76.17378,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2022-07-121,20/07/2022,19:10,CHOQUE,1,0,2,CUSCO,ESPINAR,OCORURO,RURAL,CARRETERA,NACIONAL,PE-34J,NO,-15.1313954,-71.1118835,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-07-75,20/07/2022,20:00,CHOQUE,1,0,2,CUSCO,ESPINAR,COPORAQUE,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-14.792334,-71.6198686,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-07-207,20/07/2022,22:10,CHOQUE,1,0,,ANCASH,CASMA,CASMA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-9.498109,-78.27814,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-07-188,20/07/2022,23:15,ATROPELLO,1,0,,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,NACIONAL,PE-1NK,NO,-5.271768,-80.673933,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-07-157,20/07/2022,23:30,CHOQUE,1,0,1,PUNO,HUANCANE,HUANCANE,RURAL,CARRETERA,NACIONAL,PE-34H,NO,-15.1432686,-69.8198488,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-07-178,20/07/2023,04:30,DESPISTE,1,0,1,TACNA,TACNA,LA YARADA LOS PALOS,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-18.174278,-70.510726,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPERICIA DEL CONDUCTOR,
A-2023-07-51,20/07/2023,20:00,ATROPELLO,1,0,1,CUSCO,LA CONVENCION,SANTA ANA,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-12.808549228990096,-72.68628538993764,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-07-69,20/07/2023,22:40,ATROPELLO,1,0,1,CUSCO,ANTA,PUCYURA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.478702,-72.099329,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-08-141,20/08/2021,06:50,CHOQUE,1,3,2,LA LIBERTAD,TRUJILLO,SALAVERRY,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.223941,-78.947018,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-142,20/08/2021,18:45,CHOQUE,1,1,2,LA LIBERTAD,TRUJILLO,TRUJILLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.115759,-79.031181,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,DESACATO DE SEÑAL DE TRÁNSITO
A-2021-08-117,20/08/2021,20:00,CHOQUE,1,0,3,PIURA,SECHURA,CRISTO NOS VALGA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-5.563512,-80.583167,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,,
A-2021-08-164,20/08/2021,20:30,CHOQUE,1,3,2,CUSCO,PAUCARTAMBO,KOSÑIPATA,RURAL,CARRETERA,DEPARTAMENTAL,CU-113,NO,-12.918103,-71.399089,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-08-188,20/08/2021,20:30,CHOQUE,1,0,2,JUNIN,TARMA,PALCA,RURAL,CARRETERA,NACIONAL,PE-22B,NO,-11.284677252964507,-75.56587403945369,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,,
A-2021-08-241,20/08/2021,21:40,ATROPELLO FUGA,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.912096195365205,-77.05229577269911,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-109,20/08/2021,22:30,DESPISTE,1,0,1,HUANCAVELICA,HUANCAVELICA,YAULI,RURAL,CARRETERA,NACIONAL,PE-26,NO,-12.72358,-74.91105,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,NO IDENTIFICA LA CAUSA,
A-2022-08-132,20/08/2022,02:30,CHOQUE,2,0,2,PUNO,SAN ROMAN,SAN MIGUEL,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.4107567,-70.149596,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2022-08-131,20/08/2022,18:00,VOLCADURA,1,0,1,PUNO,SAN ROMAN,SAN MIGUEL,URBANA,CARRETERA,NACIONAL,PE-34H,NO,-15.47996,-70.11978,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-08-151,20/08/2022,18:20,DESPISTE,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.962938955843736,-76.98168801296968,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-80,20/08/2022,18:30,DESPISTE,1,1,1,ANCASH,HUARI,HUANTAR,RURAL,CARRETERA,NACIONAL,PE-14A,NO,-9.45038473266791,-77.17980723488128,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-36,20/08/2022,20:45,ATROPELLO,1,0,1,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.080469,-79.543838,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-08-32,20/08/2023,14:00,DESPISTE,1,0,1,ICA,ICA,OCUCAJE,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-14.352133,-75.703062,DESPEJADO,RURAL,OTRO,INCLINADA,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-08-100,20/08/2023,15:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.02564931,-76.90920613,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-77,20/08/2023,15:30,ATROPELLO FUGA,1,0,,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-5.816503,-78.312683,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-43,20/08/2023,19:10,ATROPELLO,1,0,1,CUSCO,ANTA,ANTA,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.466273,-72.139682,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2023-08-58,20/08/2023,22:30,ATROPELLO,1,0,1,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.381431,-78.857272,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-80,20/09/2021,01:30,DESPISTE,1,6,1,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.65386872563591,-73.31742164664246,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-09-81,20/09/2021,03:50,DESPISTE,1,1,1,PIURA,PIURA,VEINTISEIS DE OCTUBRE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.1716666,-80.6672373,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,NO IDENTIFICA LA CAUSA,
A-2021-09-82,20/09/2021,06:20,CHOQUE,2,19,2,PIURA,PIURA,TAMBO GRANDE,RURAL,CARRETERA,NACIONAL,PE-1NU,NO,-5.077639,-80.430419,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-117,20/09/2021,14:00,ESPECIAL,1,0,0,ICA,ICA,SAN JOSE DE LOS MOLINOS,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-13.946955,-75.686347,DESPEJADO,RURAL,OTRO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-185,20/09/2021,14:00,ATROPELLO,1,0,1,PUNO,SAN ROMAN,JULIACA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-15.50232769756263,-70.12881421400706,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-09-228,20/09/2021,19:00,CHOQUE,2,0,2,PUNO,MELGAR,NUÑOA,RURAL,CARRETERA,DEPARTAMENTAL,PU-100,NO,-14.622880234502432,-70.66671020275838,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2021-09-127,20/09/2021,23:30,VOLCADURA,1,0,0,LIMA,LIMA,RIMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.037242898540958,-77.0134369893703,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-09-257,20/09/2022,00:02,DESPISTE,1,1,,PASCO,OXAPAMPA,VILLA RICA,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-10.743858820997618,-75.28328704496644,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-09-161,20/09/2022,05:20,CHOQUE FUGA,1,0,,ANCASH,SANTA,SANTA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.971967,-78.619423,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-09-160,20/09/2022,06:00,CHOQUE,1,1,,ANCASH,HUARAZ,PIRA,RURAL,CARRETERA,NACIONAL,PE-14,NO,-9.557842959279954,-77.71577080634562,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-09-74,20/09/2022,09:00,DESPISTE,1,0,1,LA LIBERTAD,OTUZCO,USQUIL,RURAL,CARRETERA,DEPARTAMENTAL,LI-111,NO,-7.796801,-78.379682,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-09-208,20/09/2022,11:30,ATROPELLO,1,0,,LIMA,LIMA,PACHACAMAC,URBANA,CARRETERA,VECINAL,LM-796,NO,-12.142874495771924,-76.87138038467987,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-09-204,20/09/2022,12:10,CHOQUE,1,3,,LIMA,LIMA,INDEPENDENCIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.967565136280161,-77.03924948691724,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-09-261,20/09/2022,15:00,CHOQUE,1,0,,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.587775,-69.19433,,,,,,,,,,,
A-2022-09-137,20/09/2022,15:40,ATROPELLO,1,0,1,CUSCO,QUISPICANCHI,CAMANTI,RURAL,CARRETERA,NACIONAL,PE-30C,NO,-13.18870558,-70.56733807,SOLEADO,RURAL,PUENTE,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-09-36,20/09/2023,06:45,ATROPELLO FUGA,1,0,,PUNO,CHUCUITO,ZEPITA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-16.40989,-69.18978,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-78,20/09/2023,13:30,DESPISTE,1,0,1,LA LIBERTAD,OTUZCO,OTUZCO,RURAL,CARRETERA,NACIONAL,PE-10A,NO,-7.957323,-78.623727,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-10-156,20/10/2021,04:15,DESPISTE,2,0,1,HUANCAVELICA,ANGARAES,LIRCAY,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-13.012211,-74.724287,DESPEJADO,RURAL,SINUOSA,INCLINADA,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-10-82,20/10/2021,06:30,DESPISTE,1,0,1,LA LIBERTAD,VIRU,GUADALUPITO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.7090699,-78.638141,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FRENAR INTEMPESTIVAMENTE
A-2021-10-196,20/10/2021,14:30,ATROPELLO,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.936842,-77.048987,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-10-67,20/10/2021,17:55,CHOQUE,1,1,2,ICA,ICA,SANTIAGO,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-14.20346,-75.71473,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-10-80,20/10/2022,03:00,DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,LA ESPERANZA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.084082903826076,-79.04408476444254,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-10-196,20/10/2022,14:42,CHOQUE,1,1,,LORETO,MAYNAS,IQUITOS,URBANA,CARRETERA,NACIONAL,PE-5NI,NO,-3.7437743,-73.2424293,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-10-205,20/10/2022,16:50,CHOQUE,1,0,,JUNIN,SATIPO,RIO NEGRO,RURAL,CARRETERA,NACIONAL,PE-5S,NO,-11.197666793264661,-74.66462006310384,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-10-168,20/10/2022,18:50,CHOQUE,1,0,,JUNIN,CHUPACA,CHUPACA,URBANA,CARRETERA,VECINAL,JU-891,NO,-12.05742,-75.272283,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2022-10-163,20/10/2022,20:00,ATROPELLO,1,0,1,LORETO,MAYNAS,IQUITOS,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-3.7403536,-73.2517471,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-10-44,20/10/2023,04:30,ATROPELLO,1,0,1,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.92058,-79.11048,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-10-45,20/10/2023,05:00,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.574162,-79.370599,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-10-82,20/10/2023,09:30,DESPISTE,1,5,1,LIMA,HUAURA,HUACHO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-11.3287,-77.4721,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2023-10-28,20/10/2023,20:32,CHOQUE,1,0,,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,VECINAL,AR-798,NO,-16.6878486,-71.8914404,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-11-50,20/11/2021,02:00,DESPISTE,1,3,1,HUANCAVELICA,CHURCAMPA,ANCO,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-12.6737149,-74.5938041,DESPEJADO,RURAL,SINUOSA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,NO IDENTIFICA LA CAUSA,
A-2021-11-131,20/11/2021,03:00,ATROPELLO FUGA,1,0,0,PASCO,PASCO,HUARIACA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-10.432468046334193,-76.19413896976683,LLUVIOSO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,NO IDENTIFICA LA CAUSA,
A-2021-11-135,20/11/2021,05:30,DESPISTE,1,2,1,CUSCO,LA CONVENCION,HUAYOPATA,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-13.03181522295676,-72.47147570753424,LLUVIOSO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-11-98,20/11/2021,10:00,DESPISTE,3,3,1,PUNO,CARABAYA,OLLACHEA,RURAL,CARRETERA,NACIONAL,PE-34B,NO,-13.856241052365581,-70.50906033566767,NUBLADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2021-11-38,20/11/2021,16:30,DESPISTE,1,1,1,ANCASH,HUAYLAS,PAMPAROMAS,RURAL,CARRETERA,DEPARTAMENTAL,AN-104,NO,-9.09869513924873,-77.88210152257754,NUBLADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-11-89,20/11/2021,22:00,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.268483,-79.481162,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-11-34,20/11/2021,23:00,DESPISTE,1,1,1,ICA,ICA,PUEBLO NUEVO,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-14.1152592,-75.717401,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-11-55,20/11/2022,02:20,DESPISTE,1,0,,PUNO,CHUCUITO,JULI,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-16.210565,-69.443086,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-11-9,20/11/2022,04:05,ATROPELLO FUGA,1,0,,ICA,ICA,SALAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.930394538485977,-75.94484165252497,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-11-24,20/11/2022,06:20,CHOQUE,1,0,3,AREQUIPA,ISLAY,MOLLENDO,RURAL,CARRETERA,NACIONAL,PE-34,NO,-16.853712,-72.019081,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-11-181,20/11/2022,07:00,DESPISTE,1,0,1,PIURA,PIURA,CASTILLA,RURAL,CARRETERA,DEPARTAMENTAL,PI-126,NO,-5.173202652593066,-80.61267076251592,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-11-64,20/11/2022,07:40,ATROPELLO,1,0,0,PUNO,MELGAR,SANTA ROSA,URBANA,CARRETERA,VECINAL,PU-674,NO,-14.614610390367012,-70.78769618987438,DESPEJADO,RESIDENCIAL,OTRO,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2022-11-127,20/11/2022,11:30,DESPISTE,1,0,1,CAJAMARCA,JAEN,POMAHUACA,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-5.94338333,-79.24861833,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-11-243,20/11/2022,13:30,CHOQUE,1,1,2,AYACUCHO,HUAMANGA,VINCHOS,RURAL,CARRETERA,NACIONAL,PE-28A,NO,-13.340947792469665,-74.4440927122932,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-11-128,20/11/2022,21:30,DESPISTE,1,0,1,CAJAMARCA,CELENDIN,CORTEGANA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-6.44721417,-78.3054888,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-11-176,20/11/2022,22:00,ATROPELLO FUGA,1,0,,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-11.945276,-75.293872,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-11-143,20/11/2023,04:18,ATROPELLO,1,0,1,TACNA,TACNA,CIUDAD NUEVA,URBANA,CARRETERA,VECINAL,TA-621,NO,-17.981544,-70.234855,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2023-11-128,20/11/2023,17:20,CHOQUE,2,0,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.300015,-76.849084,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2021-12-136,20/12/2021,06:00,DESPISTE,1,39,1,PIURA,PIURA,TAMBO GRANDE,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-5.1432175,-80.3709129,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
